策略名称,基准收益率 (%),总收益率 (%),最大回撤 (%),夏普比率,卡玛比率,胜率 (%),交易次数,年化收益率 (%),超额收益 (%)
ATR 回归,12.13118363752017,2.9268601074300094,26.436975086845482,0.11312263461645815,0.020067814017372638,42.10526315789473,,,-9.20432353009016
ROC 回归,12.13118363752017,-2.166943410149557,34.31467253747885,0.057345235626664444,-0.01168648068176413,60.0,,,-14.298127047669727
PSAR 逆向,12.13118363752017,27.54787956789415,24.57430560996288,0.3572044415614848,0.1857233200221407,59.77011494252874,,,15.41669593037398
