,type,start,end,left_shoulder,head,right_shoulder,first_top,second_top,date,size
541,gap_down,,,,,,,,2022-04-19,0.022077112383964176
542,gap_up,,,,,,,,2022-04-20,0.014656890058058288
543,gap_down,,,,,,,,2022-04-22,0.010921326624067319
544,gap_down,,,,,,,,2022-04-29,0.005257002581932358
545,gap_up,,,,,,,,2022-05-04,0.028175771828008712
546,gap_up,,,,,,,,2022-05-06,0.039858081961540524
547,gap_down,,,,,,,,2022-05-09,0.03396631123536293
548,gap_up,,,,,,,,2022-05-11,0.020861000953338277
549,gap_up,,,,,,,,2022-05-19,0.009313906562855577
550,gap_down,,,,,,,,2022-05-23,0.009741381874793478
551,gap_up,,,,,,,,2022-05-24,0.010334896335210375
552,gap_up,,,,,,,,2022-05-25,0.007279484835168299
553,gap_up,,,,,,,,2022-05-26,0.010481880497363033
554,gap_down,,,,,,,,2022-05-31,0.009204076414446219
555,gap_up,,,,,,,,2022-06-01,0.007321792740420108
556,gap_up,,,,,,,,2022-06-02,0.006923238244991165
557,gap_up,,,,,,,,2022-06-07,0.021434544885446324
558,gap_down,,,,,,,,2022-06-08,0.010898808290048339
559,gap_up,,,,,,,,2022-06-14,0.018172455427318355
560,gap_up,,,,,,,,2022-06-16,0.0150619297399656
561,gap_up,,,,,,,,2022-06-17,0.01306394635336398
562,gap_down,,,,,,,,2022-06-22,0.005872990019638093
563,gap_up,,,,,,,,2022-06-28,0.006942232876774177
564,gap_down,,,,,,,,2022-06-29,0.007896669653183735
565,gap_up,,,,,,,,2022-06-30,0.029029114406552637
566,gap_down,,,,,,,,2022-07-01,0.015356601572963738
567,gap_down,,,,,,,,2022-07-04,0.01767038592731947
568,gap_up,,,,,,,,2022-07-05,0.017765716759677856
569,gap_up,,,,,,,,2022-07-08,0.00826871808090329
570,gap_down,,,,,,,,2022-07-12,0.009952452281508657
571,gap_up,,,,,,,,2022-07-15,0.016659537636704524
572,gap_down,,,,,,,,2022-07-19,0.012357331124358948
573,gap_down,,,,,,,,2022-07-22,0.00549670381192096
574,gap_up,,,,,,,,2022-07-27,0.006842349661361627
575,gap_down,,,,,,,,2022-07-29,0.00853004826210606
576,gap_up,,,,,,,,2022-08-01,0.006282844250754635
577,gap_down,,,,,,,,2022-08-02,0.020567217956504364
578,gap_down,,,,,,,,2022-08-03,0.016890370761412435
579,gap_down,,,,,,,,2022-08-04,0.013230549061915687
580,gap_up,,,,,,,,2022-08-08,0.00598586212510682
581,gap_up,,,,,,,,2022-08-09,0.013438055323834708
582,gap_up,,,,,,,,2022-08-10,0.009408886183191993
583,gap_down,,,,,,,,2022-08-15,0.013564477937926405
584,gap_up,,,,,,,,2022-08-23,0.027309989899903058
585,gap_up,,,,,,,,2022-08-25,0.006426363267796182
586,gap_down,,,,,,,,2022-09-02,0.012950298410182382
587,gap_up,,,,,,,,2022-09-07,0.015550973035062093
588,gap_up,,,,,,,,2022-09-08,0.019028679099814174
589,gap_up,,,,,,,,2022-09-09,0.03210501828120648
590,gap_up,,,,,,,,2022-09-15,0.026390772956485578
591,gap_down,,,,,,,,2022-09-16,0.011401511708151211
592,gap_down,,,,,,,,2022-09-20,0.005374843198532097
593,gap_down,,,,,,,,2022-09-21,0.02683170047310668
594,gap_down,,,,,,,,2022-09-23,0.01043334324137854
595,gap_up,,,,,,,,2022-09-28,0.03140853964632225
596,gap_up,,,,,,,,2022-09-29,0.016250446355864475
597,gap_down,,,,,,,,2022-09-30,0.006682226425844828
598,gap_down,,,,,,,,2022-10-03,0.009497109216495233
599,gap_up,,,,,,,,2022-10-04,0.0071716675976909615
600,gap_down,,,,,,,,2022-10-05,0.013561030273825325
601,gap_up,,,,,,,,2022-10-06,0.027603152579348332
602,gap_up,,,,,,,,2022-10-07,0.01801061250640899
603,gap_down,,,,,,,,2022-10-11,0.02528112001285358
604,gap_up,,,,,,,,2022-10-12,0.015454158202931936
605,gap_up,,,,,,,,2022-10-14,0.011167775291956197
606,gap_up,,,,,,,,2022-10-24,0.006781512402213469
607,gap_up,,,,,,,,2022-10-31,0.007707724317342145
608,gap_down,,,,,,,,2022-11-01,0.01378748971145418
609,gap_down,,,,,,,,2022-11-02,0.022426741018038654
610,gap_up,,,,,,,,2022-11-03,0.016818136077060376
611,gap_up,,,,,,,,2022-11-08,0.010616972715591763
612,gap_up,,,,,,,,2022-11-10,0.018417144559290048
613,gap_up,,,,,,,,2022-11-14,0.029205469070193033
614,gap_up,,,,,,,,2022-11-15,0.018320396786495875
615,gap_up,,,,,,,,2022-11-17,0.006256590077366096
616,gap_up,,,,,,,,2022-11-18,0.011612360560306081
617,gap_up,,,,,,,,2022-11-21,0.015807719037029617
618,gap_up,,,,,,,,2022-11-23,0.011915208692369204
619,gap_up,,,,,,,,2022-11-24,0.01249209761399038
620,gap_down,,,,,,,,2022-11-25,0.02087727490632812
621,gap_down,,,,,,,,2022-11-29,0.01893701696417488
622,gap_up,,,,,,,,2022-12-01,0.01025958252516666
623,gap_up,,,,,,,,2022-12-02,0.01648580671250391
624,gap_up,,,,,,,,2022-12-06,0.025134092719376243
625,gap_down,,,,,,,,2022-12-07,0.012252943960928435
626,gap_down,,,,,,,,2022-12-08,0.015576384052999019
627,gap_down,,,,,,,,2022-12-14,0.02281407415198346
628,gap_down,,,,,,,,2022-12-16,0.009054692355544017
629,gap_up,,,,,,,,2022-12-20,0.009712666858282239
630,gap_down,,,,,,,,2022-12-21,0.008030275199132181
631,gap_down,,,,,,,,2022-12-23,0.007039084280457693
632,gap_up,,,,,,,,2022-12-27,0.008302965415254526
633,gap_down,,,,,,,,2022-12-28,0.011775717814509595
634,gap_up,,,,,,,,2022-12-29,0.006561308372109415
635,gap_down,,,,,,,,2022-12-30,0.005504536338900242
636,gap_down,,,,,,,,2023-01-02,0.01010810935965677
637,gap_down,,,,,,,,2023-01-04,0.006274401047657226
638,gap_down,,,,,,,,2023-01-05,0.0071825338113664615
639,gap_down,,,,,,,,2023-01-06,0.005018103531997043
640,gap_up,,,,,,,,2023-01-09,0.030975769344657914
641,gap_down,,,,,,,,2023-01-11,0.009421545012205372
642,gap_up,,,,,,,,2023-01-18,0.011661094393275423
643,gap_down,,,,,,,,2023-01-24,0.03362870412107146
644,gap_down,,,,,,,,2023-01-25,0.015760307802953136
645,gap_up,,,,,,,,2023-01-26,0.018851840576021763
646,gap_up,,,,,,,,2023-01-27,0.018157626042739135
647,gap_up,,,,,,,,2023-01-31,0.008481877816639491
648,gap_up,,,,,,,,2023-02-02,0.03829700409714092
649,gap_up,,,,,,,,2023-02-03,0.01273389144769621
650,gap_down,,,,,,,,2023-02-07,0.006846767925997746
651,gap_down,,,,,,,,2023-02-08,0.014227484866508142
652,gap_down,,,,,,,,2023-02-10,0.010624175121431526
653,gap_down,,,,,,,,2023-02-13,0.016701771366914572
654,gap_down,,,,,,,,2023-02-15,0.012813197174081262
655,gap_up,,,,,,,,2023-02-16,0.019230860438648398
656,gap_up,,,,,,,,2023-02-17,0.007795753999322983
657,gap_up,,,,,,,,2023-02-21,0.02330768136355674
658,gap_up,,,,,,,,2023-02-24,0.017806758037468333
659,gap_up,,,,,,,,2023-02-27,0.005511207535151969
660,gap_down,,,,,,,,2023-02-28,0.0050666432283668445
661,gap_down,,,,,,,,2023-03-02,0.01170622459972974
662,gap_down,,,,,,,,2023-03-03,0.017109669282916202
663,gap_up,,,,,,,,2023-03-06,0.010886332330286663
664,gap_up,,,,,,,,2023-03-07,0.020377694036997244
665,gap_down,,,,,,,,2023-03-08,0.015338137403664224
666,gap_down,,,,,,,,2023-03-14,0.006176192642278913
667,gap_down,,,,,,,,2023-03-15,0.005421768233167892
668,gap_down,,,,,,,,2023-03-17,0.007116723030061246
669,gap_up,,,,,,,,2023-03-20,0.006149464606283683
670,gap_down,,,,,,,,2023-03-23,0.012210712901079572
671,gap_down,,,,,,,,2023-03-24,0.006142157311598843
672,gap_up,,,,,,,,2023-03-28,0.0060433919981672185
673,gap_down,,,,,,,,2023-03-29,0.01635290353848615
674,gap_up,,,,,,,,2023-03-31,0.014419311701719804
675,gap_down,,,,,,,,2023-04-03,0.02219648030042432
676,gap_down,,,,,,,,2023-04-05,0.01109044920570218
677,gap_up,,,,,,,,2023-04-06,0.006805196564982186
678,gap_down,,,,,,,,2023-04-07,0.010661305830836684
679,gap_down,,,,,,,,2023-04-10,0.02619626602646898
680,gap_down,,,,,,,,2023-04-11,0.019472205163498957
681,gap_up,,,,,,,,2023-04-17,0.0053972997640963005
682,gap_down,,,,,,,,2023-04-18,0.024942965472771184
683,gap_down,,,,,,,,2023-04-20,0.020085620257750503
684,gap_down,,,,,,,,2023-04-25,0.007186319033192244
685,gap_down,,,,,,,,2023-04-26,0.00975525901625426
686,gap_down,,,,,,,,2023-04-28,0.00821615479080543
687,gap_up,,,,,,,,2023-05-01,0.012528231943077216
688,gap_down,,,,,,,,2023-05-02,0.02341962637625349
689,gap_up,,,,,,,,2023-05-04,0.012969955792957833
690,gap_down,,,,,,,,2023-05-05,0.04817316935554574
691,gap_down,,,,,,,,2023-05-08,0.009643979998013955
692,gap_up,,,,,,,,2023-05-09,0.006121936995133431
693,gap_down,,,,,,,,2023-05-12,0.010930129996822312
694,gap_down,,,,,,,,2023-05-16,0.00540792549345843
695,gap_up,,,,,,,,2023-05-17,0.00880343564869838
696,gap_down,,,,,,,,2023-05-22,0.009214773484600553
697,gap_down,,,,,,,,2023-05-23,0.007233692319987759
698,gap_down,,,,,,,,2023-05-24,0.0077548681570064745
699,gap_down,,,,,,,,2023-05-26,0.008837513659173126
700,gap_up,,,,,,,,2023-05-30,0.027794694242328676
701,gap_up,,,,,,,,2023-05-31,0.0051009472676806005
702,gap_up,,,,,,,,2023-06-02,0.01063590965470718
703,gap_down,,,,,,,,2023-06-06,0.03382323110797276
704,gap_down,,,,,,,,2023-06-07,0.019642456685500412
705,gap_down,,,,,,,,2023-06-08,0.03893851382042934
706,gap_up,,,,,,,,2023-06-13,0.03370404395046264
707,gap_up,,,,,,,,2023-06-16,0.01100520242383879
708,gap_down,,,,,,,,2023-06-19,0.03447043493429859
709,gap_up,,,,,,,,2023-06-21,0.010061152623278016
710,gap_down,,,,,,,,2023-06-22,0.030514797609682034
711,gap_up,,,,,,,,2023-06-23,0.020449528335960365
712,gap_up,,,,,,,,2023-06-26,0.005929485429937704
713,gap_down,,,,,,,,2023-06-27,0.010487219036865902
714,gap_up,,,,,,,,2023-06-28,0.005810674542788772
715,gap_up,,,,,,,,2023-06-29,0.04117412306317202
716,gap_down,,,,,,,,2023-07-04,0.005111091732689714
717,gap_down,,,,,,,,2023-07-05,0.012265293868623198
718,gap_up,,,,,,,,2023-07-06,0.01882805218535384
719,gap_down,,,,,,,,2023-07-07,0.018779868093356952
720,gap_up,,,,,,,,2023-07-13,0.005018324762181681
721,gap_up,,,,,,,,2023-07-14,0.01577690829973913
722,gap_down,,,,,,,,2023-07-17,0.011082754389616523
723,gap_down,,,,,,,,2023-07-18,0.006109432144319334
724,gap_down,,,,,,,,2023-07-19,0.018171526462921413
725,gap_up,,,,,,,,2023-07-21,0.01045032170303428
726,gap_up,,,,,,,,2023-07-24,0.008537247175184321
727,gap_down,,,,,,,,2023-07-25,0.010826361871000903
728,gap_up,,,,,,,,2023-07-26,0.021041188116379984
729,gap_up,,,,,,,,2023-07-27,0.021647872960171337
730,gap_up,,,,,,,,2023-07-28,0.013658793556564745
731,gap_up,,,,,,,,2023-07-31,0.038339362565728334
732,gap_down,,,,,,,,2023-08-01,0.012694056985341762
733,gap_down,,,,,,,,2023-08-02,0.013996944433094669
734,gap_down,,,,,,,,2023-08-03,0.03621896536158578
735,gap_up,,,,,,,,2023-08-04,0.029585929762807033
736,gap_down,,,,,,,,2023-08-10,0.0190226185244415
737,gap_up,,,,,,,,2023-08-11,0.044796609937187495
738,gap_up,,,,,,,,2023-08-16,0.008338195190744526
739,gap_up,,,,,,,,2023-08-17,0.006877401315257616
740,gap_down,,,,,,,,2023-08-21,0.0075445228784690194
741,gap_up,,,,,,,,2023-08-23,0.035648731871827904
742,gap_up,,,,,,,,2023-08-24,0.011119715991403906
743,gap_up,,,,,,,,2023-08-25,0.02616410256244359
744,gap_down,,,,,,,,2023-08-29,0.005048703938261001
745,gap_up,,,,,,,,2023-09-01,0.013911510780662124
746,gap_down,,,,,,,,2023-09-04,0.020984294402156423
747,gap_up,,,,,,,,2023-09-05,0.031183020475637344
748,gap_down,,,,,,,,2023-09-08,0.008974153940740068
749,gap_down,,,,,,,,2023-09-11,0.023096298496152464
750,gap_up,,,,,,,,2023-09-12,0.012535092233763537
751,gap_down,,,,,,,,2023-09-14,0.01181011189421679
752,gap_down,,,,,,,,2023-09-15,0.009939001531597292
753,gap_up,,,,,,,,2023-09-19,0.01839809719311416
754,gap_down,,,,,,,,2023-09-21,0.020092208454301964
755,gap_down,,,,,,,,2023-09-26,0.0493740164566676
756,gap_up,,,,,,,,2023-09-29,0.01379373704244073
757,gap_up,,,,,,,,2023-10-02,0.027829174600468635
758,gap_up,,,,,,,,2023-10-03,0.024172872824703234
759,gap_down,,,,,,,,2023-10-05,0.010744050426112026
760,gap_up,,,,,,,,2023-10-06,0.047321827779366485
761,gap_down,,,,,,,,2023-10-20,0.008523287613386239
762,gap_up,,,,,,,,2023-10-25,0.033188085114633524
763,gap_down,,,,,,,,2023-10-26,0.032699481891162084
764,gap_up,,,,,,,,2023-10-27,0.01751006400118068
765,gap_up,,,,,,,,2023-10-30,0.024530002597753713
766,gap_down,,,,,,,,2023-10-31,0.026988609553829243
767,gap_down,,,,,,,,2023-11-03,0.018538315928541597
768,gap_down,,,,,,,,2023-11-06,0.006720145798032336
769,gap_down,,,,,,,,2023-11-07,0.019865086988879378
770,gap_up,,,,,,,,2023-11-08,0.04007225374931684
771,gap_up,,,,,,,,2023-11-09,0.01413033931464011
772,gap_up,,,,,,,,2023-11-10,0.024593089705713153
773,gap_up,,,,,,,,2023-11-13,0.007720451784087876
774,gap_down,,,,,,,,2023-11-14,0.00546673989524569
775,gap_down,,,,,,,,2023-11-15,0.00728520479537915
776,gap_down,,,,,,,,2023-11-17,0.013555505758856277
777,gap_up,,,,,,,,2023-11-20,0.012030287349215097
778,gap_up,,,,,,,,2023-11-23,0.007837691453308654
779,gap_up,,,,,,,,2023-11-28,0.01210784384659394
780,gap_up,,,,,,,,2023-11-30,0.00848364007060198
781,gap_up,,,,,,,,2023-12-01,0.009925079526906537
782,gap_down,,,,,,,,2023-12-06,0.021330564121602103
783,gap_up,,,,,,,,2023-12-07,0.01612152470626494
784,gap_up,,,,,,,,2023-12-12,0.007042336593532717
785,gap_down,,,,,,,,2023-12-14,0.021018958535438923
786,gap_down,,,,,,,,2023-12-15,0.017354802647933536
787,gap_down,,,,,,,,2023-12-19,0.020301341020461102
788,gap_up,,,,,,,,2023-12-20,0.03145606202952446
789,gap_down,,,,,,,,2023-12-21,0.03451443064144193
790,gap_up,,,,,,,,2023-12-22,0.028706253969498177
791,gap_down,,,,,,,,2023-12-27,0.0068276960370885
792,gap_up,,,,,,,,2024-01-01,0.021453919578172154
793,gap_down,,,,,,,,2024-01-09,0.027914561052525277
794,gap_down,,,,,,,,2024-01-10,0.011965089771248454
795,gap_up,,,,,,,,2024-01-11,0.0066504238094907174
796,gap_up,,,,,,,,2024-01-12,0.007777250196713291
797,gap_down,,,,,,,,2024-01-19,0.011201586187866831
798,gap_down,,,,,,,,2024-01-23,0.011817893795178551
799,gap_down,,,,,,,,2024-01-25,0.019890957941220977
800,gap_up,,,,,,,,2024-01-29,0.01240391885702947
801,gap_up,,,,,,,,2024-01-31,0.023467228543424187
802,gap_up,,,,,,,,2024-02-01,0.025484661337491058
803,gap_up,,,,,,,,2024-02-02,0.02048840115748743
804,gap_down,,,,,,,,2024-02-05,0.034483459183066056
805,gap_down,,,,,,,,2024-02-06,0.020359850670766032
806,gap_down,,,,,,,,2024-02-07,0.01262519982373818
807,gap_down,,,,,,,,2024-02-12,0.006259514775253647
808,gap_down,,,,,,,,2024-02-14,0.012162778434992349
809,gap_down,,,,,,,,2024-02-16,0.02973641857689675
810,gap_down,,,,,,,,2024-02-19,0.01412805300631015
811,gap_down,,,,,,,,2024-02-20,0.03014416674498326
812,gap_down,,,,,,,,2024-02-21,0.019850108105431735
813,gap_up,,,,,,,,2024-02-22,0.009083162740534485
814,gap_down,,,,,,,,2024-02-23,0.014691580885855076
815,gap_up,,,,,,,,2024-02-26,0.05381344998536502
816,gap_up,,,,,,,,2024-02-28,0.008574136542440809
817,gap_up,,,,,,,,2024-03-01,0.0064657192147749174
818,gap_down,,,,,,,,2024-03-04,0.005627614360966358
819,gap_up,,,,,,,,2024-03-06,0.053173382884578534
820,gap_up,,,,,,,,2024-03-08,0.026800705511435076
821,gap_down,,,,,,,,2024-03-11,0.005234375333206886
822,gap_up,,,,,,,,2024-03-13,0.022576959309561592
823,gap_down,,,,,,,,2024-03-14,0.01036872268996202
824,gap_up,,,,,,,,2024-03-15,0.02945154640548708
825,gap_up,,,,,,,,2024-03-18,0.013585085133691067
826,gap_up,,,,,,,,2024-03-20,0.017726192070135167
827,gap_up,,,,,,,,2024-03-21,0.014670728846771447
828,gap_down,,,,,,,,2024-03-25,0.029245485847303895
829,gap_down,,,,,,,,2024-03-26,0.012665262134960734
830,gap_up,,,,,,,,2024-03-29,0.007970545699256367
831,gap_down,,,,,,,,2024-04-02,0.0265675277959189
832,gap_up,,,,,,,,2024-04-04,0.00593328317574774
833,gap_up,,,,,,,,2024-04-05,0.007106403126115756
834,gap_up,,,,,,,,2024-04-08,0.012810650829369163
835,gap_up,,,,,,,,2024-04-09,0.009450191117493779
836,gap_down,,,,,,,,2024-04-12,0.02596834635979417
837,gap_up,,,,,,,,2024-04-15,0.010064709538652728
838,gap_down,,,,,,,,2024-04-18,0.024394468157947886
839,gap_down,,,,,,,,2024-04-19,0.012174541718238277
840,gap_up,,,,,,,,2024-04-22,0.007621133656315015
841,gap_up,,,,,,,,2024-04-29,0.009500268948209335
842,gap_down,,,,,,,,2024-04-30,0.009070036664767455
843,gap_down,,,,,,,,2024-05-03,0.007007558951194911
844,gap_down,,,,,,,,2024-05-08,0.007357777965772012
845,gap_up,,,,,,,,2024-05-09,0.02249046510397241
846,gap_down,,,,,,,,2024-05-10,0.01074029508910198
847,gap_up,,,,,,,,2024-05-15,0.024533046430182493
848,gap_up,,,,,,,,2024-05-17,0.021250631965557914
849,gap_down,,,,,,,,2024-05-20,0.013092699892816834
850,gap_up,,,,,,,,2024-05-22,0.0071310328486894805
851,gap_up,,,,,,,,2024-05-24,0.023928829317598897
852,gap_down,,,,,,,,2024-05-27,0.005044124316833999
853,gap_up,,,,,,,,2024-05-28,0.02865173776039507
854,gap_up,,,,,,,,2024-05-29,0.036418345131806015
855,gap_down,,,,,,,,2024-05-30,0.0053731403667889215
856,gap_down,,,,,,,,2024-05-31,0.0067838325236546215
857,gap_up,,,,,,,,2024-06-03,0.02422641908723994
858,gap_up,,,,,,,,2024-06-04,0.030400657903201976
859,gap_down,,,,,,,,2024-06-05,0.007635720311081225
860,gap_down,,,,,,,,2024-06-10,0.014890076814624441
861,gap_down,,,,,,,,2024-06-11,0.010560958375773153
862,gap_down,,,,,,,,2024-06-12,0.01620929251121615
863,gap_up,,,,,,,,2024-06-17,0.005464888425244447
864,gap_up,,,,,,,,2024-06-18,0.026217092575411202
865,gap_down,,,,,,,,2024-06-19,0.009668132365802865
866,gap_up,,,,,,,,2024-06-20,0.013705669081019238
867,gap_up,,,,,,,,2024-06-25,0.009241575012133102
868,gap_down,,,,,,,,2024-06-26,0.016358550412828566
869,gap_up,,,,,,,,2024-07-01,0.008270261282372663
870,gap_up,,,,,,,,2024-07-03,0.04924688492825375
871,gap_down,,,,,,,,2024-07-04,0.008744923884706995
872,gap_down,,,,,,,,2024-07-10,0.005441437157774271
873,gap_up,,,,,,,,2024-07-11,0.02236732017149163
874,gap_up,,,,,,,,2024-07-12,0.019787728338124148
875,gap_down,,,,,,,,2024-07-15,0.0069835407840671505
876,gap_up,,,,,,,,2024-07-19,0.008321499284638701
877,gap_down,,,,,,,,2024-07-23,0.010975728573669689
878,gap_up,,,,,,,,2024-07-24,0.022708250100949175
879,gap_up,,,,,,,,2024-07-25,0.0301106901593987
880,gap_down,,,,,,,,2024-07-26,0.007645244237269501
881,gap_up,,,,,,,,2024-08-01,0.014776654919363861
882,gap_up,,,,,,,,2024-08-02,0.020174136849833834
883,gap_down,,,,,,,,2024-08-07,0.005897925059003789
884,gap_down,,,,,,,,2024-08-08,0.007234020791297694
885,gap_up,,,,,,,,2024-08-12,0.02064287600754234
886,gap_up,,,,,,,,2024-08-16,0.01668838036142047
887,gap_up,,,,,,,,2024-08-19,0.03369103245901117
888,gap_up,,,,,,,,2024-08-22,0.012500914320078573
889,gap_up,,,,,,,,2024-08-23,0.012360452681741546
890,gap_up,,,,,,,,2024-08-26,0.018413528718933814
891,gap_up,,,,,,,,2024-08-27,0.010627665751318023
892,gap_up,,,,,,,,2024-08-30,0.008719845678971555
893,gap_up,,,,,,,,2024-09-02,0.007619171346446909
894,gap_up,,,,,,,,2024-09-03,0.006503771853971193
895,gap_up,,,,,,,,2024-09-04,0.018330242972962527
896,gap_up,,,,,,,,2024-09-05,0.010349334724199195
897,gap_up,,,,,,,,2024-09-06,0.018339326152907565
898,gap_up,,,,,,,,2024-09-09,0.008823733949380404
899,gap_up,,,,,,,,2024-09-12,0.014937496878631986
900,gap_up,,,,,,,,2024-09-16,0.006624937939035813
901,gap_up,,,,,,,,2024-09-19,0.007510267627657899
902,gap_up,,,,,,,,2024-09-20,0.005419097627711797
903,gap_down,,,,,,,,2024-09-24,0.010466311870875123
904,gap_up,,,,,,,,2024-09-27,0.024231973211711652
905,gap_up,,,,,,,,2024-10-03,0.007122187112507321
906,gap_down,,,,,,,,2024-10-15,0.005981740695425005
907,gap_up,,,,,,,,2024-10-18,0.007401908069040096
908,gap_down,,,,,,,,2024-10-21,0.010302307090357496
909,gap_up,,,,,,,,2024-10-24,0.014739888084313785
910,gap_up,,,,,,,,2024-10-29,0.01213143710767821
911,gap_down,,,,,,,,2024-10-30,0.0102118272293769
912,gap_down,,,,,,,,2024-10-31,0.012305561759068082
913,gap_down,,,,,,,,2024-11-04,0.006339019884492945
914,gap_down,,,,,,,,2024-11-08,0.007245217281063775
915,gap_down,,,,,,,,2024-11-11,0.014359842483461126
916,gap_down,,,,,,,,2024-11-18,0.009983470446153862
917,gap_down,,,,,,,,2024-11-19,0.018598517527544114
918,gap_down,,,,,,,,2024-11-27,0.011109612233551516
919,gap_up,,,,,,,,2024-11-28,0.010458797594613559
920,gap_up,,,,,,,,2024-12-02,0.010622208484001977
921,gap_up,,,,,,,,2024-12-05,0.005260735872855931
922,gap_up,,,,,,,,2024-12-10,0.016134424357650327
923,gap_up,,,,,,,,2024-12-12,0.010383926865270876
924,gap_up,,,,,,,,2024-12-16,0.014614451809576812
925,gap_up,,,,,,,,2024-12-18,0.01980736888336725
926,gap_down,,,,,,,,2024-12-20,0.012761832424010936
927,gap_down,,,,,,,,2024-12-24,0.006563785169208791
928,gap_up,,,,,,,,2024-12-25,0.007742839052791132
929,gap_down,,,,,,,,2024-12-27,0.00644629653399296
930,gap_down,,,,,,,,2024-12-30,0.022985468082070245
931,gap_down,,,,,,,,2025-01-01,0.021938341446899434
932,gap_down,,,,,,,,2025-01-02,0.016830570537572063
933,gap_up,,,,,,,,2025-01-03,0.005136263308525895
934,gap_up,,,,,,,,2025-01-06,0.011913532491779903
935,gap_down,,,,,,,,2025-01-08,0.006369137460322261
936,gap_down,,,,,,,,2025-01-13,0.008488098845544582
937,gap_up,,,,,,,,2025-01-14,0.02122896920553445
938,gap_down,,,,,,,,2025-01-21,0.02008622671458395
939,gap_down,,,,,,,,2025-01-23,0.005684929258962324
940,gap_down,,,,,,,,2025-01-24,0.006283348419617679
941,gap_down,,,,,,,,2025-01-27,0.005071845098616076
942,gap_up,,,,,,,,2025-01-28,0.02445276109000956
943,gap_up,,,,,,,,2025-01-31,0.0083828331390253
944,gap_up,,,,,,,,2025-02-11,0.010320156329423503
945,gap_up,,,,,,,,2025-02-17,0.012794089926439987
946,gap_up,,,,,,,,2025-02-19,0.0071318083667482445
947,gap_up,,,,,,,,2025-02-21,0.01245938878882208
948,gap_up,,,,,,,,2025-03-06,0.020808094819377114
949,gap_up,,,,,,,,2025-03-07,0.011275510215745695
950,gap_down,,,,,,,,2025-03-18,0.01819095081935126
951,gap_down,,,,,,,,2025-03-21,0.005037856389295165
952,gap_up,,,,,,,,2025-03-24,0.017730497890082714
953,gap_down,,,,,,,,2025-03-25,0.007607038633304716
954,gap_down,,,,,,,,2025-03-26,0.014183406473689611
955,gap_up,,,,,,,,2025-03-28,0.00730992963777196
956,gap_up,,,,,,,,2025-03-31,0.010107715031649032
957,gap_down,,,,,,,,2025-04-09,0.011913439678008121
958,gap_up,,,,,,,,2025-04-10,0.009732778418234712
959,gap_up,,,,,,,,2025-04-11,0.006990274287406845
960,gap_up,,,,,,,,2025-04-15,0.008128884952090477
961,gap_up,,,,,,,,2025-04-23,0.00585921230955464
962,gap_down,,,,,,,,2025-04-29,0.028831609361823888
963,gap_up,,,,,,,,2025-04-30,0.015304283376600577
964,gap_down,,,,,,,,2025-05-01,0.006587774923069565
965,gap_down,,,,,,,,2025-05-05,0.007977312683403945
966,gap_down,,,,,,,,2025-05-06,0.01056406756258669
967,gap_up,,,,,,,,2025-05-07,0.007770709046615744
968,gap_down,,,,,,,,2025-05-15,0.00970551702477632
969,gap_down,,,,,,,,2025-05-20,0.016102763510146525
970,gap_up,,,,,,,,2025-05-22,0.007170380327472023
971,gap_up,,,,,,,,2025-05-29,0.024942698380470318
972,gap_up,,,,,,,,2025-05-30,0.005163312520313949
973,gap_up,,,,,,,,2025-06-11,0.009924105714933965
974,gap_down,,,,,,,,2025-06-18,0.008014528126158337
975,gap_up,,,,,,,,2025-06-19,0.005927514191581271
976,gap_down,,,,,,,,2025-06-24,0.02849612208276166
977,gap_up,,,,,,,,2025-06-25,0.01598687006723732
978,gap_up,,,,,,,,2025-06-27,0.012308760558140508
979,gap_down,,,,,,,,2025-06-30,0.009551071566447451
980,gap_up,,,,,,,,2025-07-04,0.018045502934896207
981,gap_up,,,,,,,,2025-07-09,0.012689871824934435
982,gap_up,,,,,,,,2025-07-15,0.021254581911204027
983,gap_up,,,,,,,,2025-07-18,0.012583872194691346
984,gap_down,,,,,,,,2025-07-24,0.006730971180621075
985,gap_up,,,,,,,,2025-07-29,0.005342254343904413
986,gap_up,,,,,,,,2025-08-06,0.013100447909535825
987,gap_up,,,,,,,,2025-08-11,0.008626253758249542
988,gap_down,,,,,,,,2025-08-26,0.008105830564342562
989,gap_down,,,,,,,,2025-08-27,0.005522580471197858
990,gap_up,,,,,,,,2025-08-28,0.013216828580804968
991,gap_down,,,,,,,,2025-08-29,0.007391992895070838
992,gap_down,,,,,,,,2025-09-01,0.008751398919157079
993,gap_down,,,,,,,,2025-09-02,0.013784722651702963
994,gap_up,,,,,,,,2025-09-05,0.009998929453077276
995,gap_up,,,,,,,,2025-09-08,0.007506512999758633
996,gap_up,,,,,,,,2025-09-10,0.01666747032894913
997,gap_down,,,,,,,,2025-09-15,0.022404963964490373
998,gap_up,,,,,,,,2025-09-16,0.011345056651387013
999,gap_down,,,,,,,,2025-09-17,0.00897428677455835
1000,gap_down,,,,,,,,2025-09-18,0.015078200919594569
1001,gap_up,,,,,,,,2025-09-22,0.015362287948554576
1002,gap_down,,,,,,,,2025-10-03,0.005848981007894152
1003,gap_down,,,,,,,,2025-10-07,0.011028581965868119
1004,gap_up,,,,,,,,2025-10-14,0.015439122913384068
