策略名称,总收益率,年化收益率,基准总收益率,基准年化收益率,最大回撤,总交易次数,胜率,盈亏比,参数
布林线突破策略,67.8531165457557,10.526890835397772,99.27863717833765,14.25395649596628,-20.2095735987326,12,41.66666666666667,3.5286545349977527,"period=20, multiplier=2"
布林线均值回归策略,37.64973481334815,6.369851968175455,99.27863717833765,14.25395649596628,-22.21675530680104,13,76.92307692307693,0.7509995728898051,"period=20, multiplier=2"
布林带宽度策略,28.766518676721063,5.00732357431477,99.27863717833765,14.25395649596628,-12.436741995026301,3,66.66666666666666,1.711049030848865,"period=20, multiplier=2, width_period=20"
布林线RSI结合策略,23.010692022474434,4.083430072459282,99.27863717833765,14.25395649596628,-24.660645988215347,68,60.29411764705882,0.9145460364063703,"period=20, multiplier=2, rsi_period=14, oversold=30, overbought=70"
布林线MACD结合策略,90.47569985070155,13.260748563038671,99.27863717833765,14.25395649596628,-19.159222717099244,17,41.17647058823529,5.071170043370725,"period=20, multiplier=2, fast_period=12, slow_period=26, signal_period=9"
